Date,Rate
2020-11-19,0.000536
2020-11-18,0.000538
2020-11-17,0.000533
2020-11-16,0.000539
2020-11-13,0.000536
2020-11-12,0.000542
2020-11-11,0.000535
2020-11-10,0.000533
2020-11-09,0.000532
2020-11-06,0.000534
2020-11-05,0.000533
2020-11-04,0.000537
2020-11-03,0.000533
2020-11-02,0.000539
2020-10-30,0.000547
2020-10-29,0.000543
2020-10-28,0.00054
2020-10-27,0.000542
2020-10-26,0.000541
2020-10-23,0.000538
2020-10-22,0.000543
2020-10-21,0.000536
2020-10-20,0.000533
2020-10-19,0.000535
2020-10-16,0.000533
2020-10-15,0.000534
2020-10-14,0.000538
2020-10-13,0.000531
2020-10-12,0.000542
2020-10-09,0.000538
2020-10-08,0.000539
2020-10-07,0.00054
2020-10-06,0.000537
2020-10-05,0.000539
2020-10-02,0.000539
2020-10-01,0.000538
2020-09-30,0.000509
2020-09-29,0.000533
2020-09-28,0.000541
2020-09-25,0.000541
2020-09-24,0.000539
2020-09-23,0.000539
2020-09-22,0.000541
2020-09-21,0.000538
2020-09-18,0.00054
2020-09-17,0.000546
2020-09-16,0.000558
2020-09-15,0.000556
2020-09-14,0.000557
2020-09-11,0.000569
2020-09-10,0.000552
2020-09-09,0.00055
2020-09-08,0.000557
2020-09-07,0.000556
2020-09-04,0.00056
2020-09-03,0.000561
2020-09-02,0.000547
2020-09-01,0.000552
2020-08-28,0.000545
2020-08-27,0.000559
2020-08-26,0.000547
2020-08-25,0.000553
2020-08-24,0.000545
2020-08-21,0.000556
2020-08-20,0.000557
2020-08-19,0.000562
2020-08-18,0.000553
2020-08-17,0.000563
2020-08-14,0.000568
2020-08-13,0.000571
2020-08-12,0.000563
2020-08-11,0.000561
2020-08-10,0.000572
2020-08-07,0.000584
2020-08-06,0.000573
2020-08-05,0.000572
2020-08-04,0.000568
2020-08-03,0.000574
2020-07-31,0.000603
2020-07-30,0.000601
2020-07-29,0.000591
2020-07-28,0.000598
2020-07-27,0.000584
2020-07-24,0.000588
2020-07-23,0.000584
2020-07-22,0.000587
2020-07-21,0.000602
2020-07-20,0.000601
2020-07-17,0.0006
2020-07-16,0.000618
2020-07-15,0.000609
2020-07-14,0.000605
2020-07-13,0.000599
2020-07-10,0.000599
2020-07-09,0.000594
2020-07-08,0.000596
2020-07-07,0.00059
2020-07-06,0.000592
2020-07-03,0.000608
2020-07-02,0.000608
2020-07-01,0.000611
2020-06-30,0.000603
2020-06-29,0.000619
2020-06-26,0.000633
2020-06-25,0.00063
2020-06-24,0.000626
2020-06-23,0.000621
2020-06-22,0.000636
2020-06-19,0.000637
2020-06-18,0.000624
2020-06-17,0.000636
2020-06-16,0.000627
2020-06-15,0.000634
2020-06-12,0.000651
2020-06-11,0.000651
2020-06-10,0.000657
2020-06-09,0.00066
2020-06-08,0.00066
2020-06-05,0.000679
2020-06-04,0.000693
2020-06-03,0.000685
2020-06-02,0.000686
2020-06-01,0.000665
2020-05-29,0.000679
2020-05-28,0.00068
2020-05-27,0.000677
2020-05-26,0.000671
2020-05-22,0.000683
2020-05-21,0.000683
2020-05-20,0.000688
2020-05-19,0.00068
2020-05-18,0.000683
2020-05-15,0.000675
2020-05-14,0.000672
2020-05-13,0.000684
2020-05-12,0.000667
2020-05-11,0.000667
2020-05-07,0.000674
2020-05-06,0.000668
2020-05-05,0.000665
2020-05-04,0.000659
2020-05-01,0.000658
2020-04-30,0.000666
2020-04-29,0.000673
2020-04-28,0.000665
2020-04-27,0.000652
2020-04-24,0.000662
2020-04-23,0.000673
2020-04-22,0.000683
2020-04-21,0.000672
2020-04-20,0.000661
2020-04-17,0.000643
2020-04-16,0.000632
2020-04-15,0.000634
2020-04-14,0.000635
2020-04-09,0.00066
2020-04-08,0.000641
2020-04-07,0.000661
2020-04-06,0.000657
2020-04-03,0.00064
2020-04-02,0.000653
2020-04-01,0.000712
2020-03-31,0.000729
2020-03-30,0.000714
2020-03-27,0.00071
2020-03-26,0.000729
2020-03-25,0.00075
2020-03-24,0.000736
2020-03-23,0.000723
2020-03-20,0.000706
2020-03-19,0.002134
2020-03-18,0.002148
2020-03-17,0.002135
2020-03-16,0.002096
2020-03-13,0.002093
2020-03-12,0.002093
2020-03-11,0.002092
2020-03-10,0.007091
2020-03-09,0.007091
2020-03-06,0.007087
2020-03-05,0.007089
2020-03-04,0.0071
2020-03-03,0.007098
2020-03-02,0.007089
2020-02-28,0.007098
2020-02-27,0.007106
2020-02-26,0.007114
2020-02-25,0.007109
2020-02-24,0.007105
2020-02-21,0.007112
2020-02-20,0.00711
2020-02-19,0.007102
2020-02-18,0.007095
2020-02-17,0.007092
2020-02-14,0.007103
2020-02-13,0.007106
2020-02-12,0.007098
2020-02-11,0.007097
2020-02-10,0.007095
2020-02-07,0.007112
2020-02-06,0.007107
2020-02-05,0.007107
2020-02-04,0.007104
2020-02-03,0.007104
2020-01-31,0.007117
2020-01-30,0.007099
2020-01-29,0.007103
2020-01-28,0.007096
2020-01-27,0.007089
2020-01-24,0.007106
2020-01-23,0.007104
2020-01-22,0.007117
2020-01-21,0.007117
2020-01-20,0.007117
2020-01-17,0.00712
2020-01-16,0.007117
2020-01-15,0.007125
2020-01-14,0.007111
2020-01-13,0.007107
2020-01-10,0.007117
2020-01-09,0.007123
2020-01-08,0.007124
2020-01-07,0.00712
2020-01-06,0.007124
2020-01-03,0.00711
2020-01-02,0.007125
2019-12-31,0.007098
2019-12-30,0.007107
2019-12-27,0.0071
2019-12-24,0.007094
2019-12-23,0.007102
2019-12-20,0.007108
2019-12-19,0.007113
2019-12-18,0.007106
2019-12-17,0.007104
2019-12-16,0.007111
2019-12-13,0.007113
2019-12-12,0.007104
2019-12-11,0.007098
2019-12-10,0.007103
2019-12-09,0.007095
2019-12-06,0.007086
2019-12-05,0.007097
2019-12-04,0.007091
2019-12-03,0.007092
2019-12-02,0.007091
2019-11-29,0.007123
2019-11-28,0.0071
2019-11-27,0.007105
2019-11-26,0.007097
2019-11-25,0.007097
2019-11-22,0.007104
2019-11-21,0.007107
2019-11-20,0.007108
2019-11-19,0.007106
2019-11-18,0.007099
2019-11-15,0.007085
2019-11-14,0.007091
2019-11-13,0.007109
2019-11-12,0.007103
2019-11-11,0.007112
2019-11-08,0.0071
2019-11-07,0.007108
2019-11-06,0.007115
2019-11-05,0.007105
2019-11-04,0.007117
2019-11-01,0.007119
2019-10-31,0.007106
2019-10-30,0.007107
2019-10-29,0.007107
2019-10-28,0.007106
2019-10-25,0.007097
2019-10-24,0.007108
2019-10-23,0.007124
2019-10-22,0.007116
2019-10-21,0.007111
2019-10-18,0.007101
2019-10-17,0.007107
2019-10-16,0.007109
2019-10-15,0.007111
2019-10-14,0.007106
2019-10-11,0.007108
2019-10-10,0.007115
2019-10-09,0.007112
2019-10-08,0.007107
2019-10-07,0.007111
2019-10-04,0.007118
2019-10-03,0.007098
2019-10-02,0.007098
2019-10-01,0.007108
2019-09-30,0.007101
2019-09-27,0.007109
2019-09-26,0.007109
2019-09-25,0.007099
2019-09-24,0.007105
2019-09-23,0.007099
2019-09-20,0.007093
2019-09-19,0.007104
2019-09-18,0.007104
2019-09-17,0.00711
2019-09-16,0.007099
2019-09-13,0.00708
2019-09-12,0.007096
2019-09-11,0.007091
2019-09-10,0.007087
2019-09-09,0.007096
2019-09-06,0.007098
2019-09-05,0.007099
2019-09-04,0.007095
2019-09-03,0.007099
2019-09-02,0.007091
2019-08-30,0.007103
2019-08-29,0.007101
2019-08-28,0.007113
2019-08-27,0.007107
2019-08-23,0.007116
2019-08-22,0.00711
2019-08-21,0.007127
2019-08-20,0.007102
2019-08-19,0.0071
2019-08-16,0.007112
2019-08-15,0.007098
2019-08-14,0.0071
2019-08-13,0.007094
2019-08-12,0.00709
2019-08-09,0.007099
2019-08-08,0.007092
2019-08-07,0.007098
2019-08-06,0.007096
2019-08-05,0.007092
2019-08-02,0.007083
2019-08-01,0.007087
2019-07-31,0.007081
2019-07-30,0.007092
2019-07-29,0.007087
2019-07-26,0.007097
2019-07-25,0.007091
2019-07-24,0.007095
2019-07-23,0.007095
2019-07-22,0.007076
2019-07-19,0.007094
2019-07-18,0.007096
2019-07-17,0.007093
2019-07-16,0.007087
2019-07-15,0.007095
2019-07-12,0.0071
2019-07-11,0.00709
2019-07-10,0.00709
2019-07-09,0.007089
2019-07-08,0.007088
2019-07-05,0.007077
2019-07-04,0.007093
2019-07-03,0.007089
2019-07-02,0.007082
2019-07-01,0.007093
2019-06-28,0.00706
2019-06-27,0.007086
2019-06-26,0.007084
2019-06-25,0.0071
2019-06-24,0.007085
2019-06-21,0.007094
2019-06-20,0.007092
2019-06-19,0.007089
2019-06-18,0.007082
2019-06-17,0.00708
2019-06-14,0.007078
2019-06-13,0.007083
2019-06-12,0.007086
2019-06-11,0.007082
2019-06-10,0.007082
2019-06-07,0.00709
2019-06-06,0.007092
2019-06-05,0.007094
2019-06-04,0.007084
2019-06-03,0.007084
2019-05-31,0.007078
2019-05-30,0.007085
2019-05-29,0.007073
2019-05-28,0.007082
2019-05-24,0.007086
2019-05-23,0.0071
2019-05-22,0.007106
2019-05-21,0.007093
2019-05-20,0.007096
2019-05-17,0.007094
2019-05-16,0.0071
2019-05-15,0.007096
2019-05-14,0.007095
2019-05-13,0.007096
2019-05-10,0.007098
2019-05-09,0.007103
2019-05-08,0.007092
2019-05-07,0.007094
2019-05-03,0.007098
2019-05-02,0.007107
2019-05-01,0.007103
2019-04-30,0.007109
2019-04-29,0.007097
2019-04-26,0.007107
2019-04-25,0.007096
2019-04-24,0.007087
2019-04-23,0.007092
2019-04-18,0.007087
2019-04-17,0.007084
2019-04-16,0.007081
2019-04-15,0.007082
2019-04-12,0.007074
2019-04-11,0.007075
2019-04-10,0.007081
2019-04-09,0.007072
2019-04-08,0.007079
2019-04-05,0.007076
2019-04-04,0.007068
2019-04-03,0.007064
2019-04-02,0.007055
2019-04-01,0.007055
2019-03-29,0.007036
2019-03-28,0.007051
2019-03-27,0.007047
2019-03-26,0.007059
2019-03-25,0.007046
2019-03-22,0.007053
2019-03-21,0.00705
2019-03-20,0.007054
2019-03-19,0.00705
2019-03-18,0.007056
2019-03-15,0.007046
2019-03-14,0.007039
2019-03-13,0.007055
2019-03-12,0.007061
2019-03-11,0.007046
2019-03-08,0.007049
2019-03-07,0.007055
2019-03-06,0.007066
2019-03-05,0.007065
2019-03-04,0.007069
2019-03-01,0.007057
2019-02-28,0.00705
2019-02-27,0.007065
2019-02-26,0.007074
2019-02-25,0.00708
2019-02-22,0.007083
2019-02-21,0.007072
2019-02-20,0.007077
2019-02-19,0.00706
2019-02-18,0.007055
2019-02-15,0.007061
2019-02-14,0.007063
2019-02-13,0.007069
2019-02-12,0.00705
2019-02-11,0.007059
2019-02-08,0.007056
2019-02-07,0.007065
2019-02-06,0.007066
2019-02-05,0.007048
2019-02-04,0.007051
2019-02-01,0.007025
2019-01-31,0.007034
2019-01-30,0.007034
2019-01-29,0.007036
2019-01-28,0.007054
2019-01-25,0.007045
2019-01-24,0.007057
2019-01-23,0.007053
2019-01-22,0.007047
2019-01-21,0.007055
2019-01-18,0.007059
2019-01-17,0.007055
2019-01-16,0.007059
2019-01-15,0.007057
2019-01-14,0.007067
2019-01-11,0.007072
2019-01-10,0.007067
2019-01-09,0.007063
2019-01-08,0.007052
2019-01-07,0.007052
2019-01-04,0.007046
2019-01-03,0.007048
2019-01-02,0.007044
2018-12-31,0.006998
2018-12-28,0.007047
2018-12-27,0.00706
2018-12-24,0.007051
2018-12-21,0.007054
2018-12-20,0.007032
2018-12-19,0.007039
2018-12-18,0.007019
2018-12-17,0.007003
2018-12-14,0.007028
2018-12-13,0.00701
2018-12-12,0.007017
2018-12-11,0.007027
2018-12-10,0.007028
2018-12-07,0.00702
2018-12-06,0.007021
2018-12-05,0.00701
2018-12-04,0.007014
2018-12-03,0.007019
2018-11-30,0.007002
2018-11-29,0.007017
2018-11-28,0.00701
2018-11-27,0.007018
2018-11-26,0.00701
2018-11-23,0.007032
2018-11-22,0.007031
2018-11-21,0.007028
2018-11-20,0.007013
2018-11-19,0.007006
2018-11-16,0.007007
2018-11-15,0.007019
2018-11-14,0.007013
2018-11-13,0.007025
2018-11-12,0.007023
2018-11-09,0.007028
2018-11-08,0.007023
2018-11-07,0.007031
2018-11-06,0.007017
2018-11-05,0.007009
2018-11-02,0.007005
2018-11-01,0.007006
2018-10-31,0.007002
2018-10-30,0.007013
2018-10-29,0.007011
2018-10-26,0.007021
2018-10-25,0.006988
2018-10-24,0.007023
2018-10-23,0.007004
2018-10-22,0.00699
2018-10-19,0.006999
2018-10-18,0.007017
2018-10-17,0.007016
2018-10-16,0.007012
2018-10-15,0.00701
2018-10-12,0.007012
2018-10-11,0.006999
2018-10-10,0.006997
2018-10-09,0.007019
2018-10-08,0.007021
2018-10-05,0.00701
2018-10-04,0.007023
2018-10-03,0.007015
2018-10-02,0.007026
2018-10-01,0.007021
2018-09-28,0.006964
2018-09-27,0.007015
2018-09-26,0.00699
2018-09-25,0.006995
2018-09-24,0.00701
2018-09-21,0.007003
2018-09-20,0.006999
2018-09-19,0.007005
2018-09-18,0.007015
2018-09-17,0.007013
2018-09-14,0.007016
2018-09-13,0.007024
2018-09-12,0.007025
2018-09-11,0.007003
2018-09-10,0.007016
2018-09-07,0.007028
2018-09-06,0.007032
2018-09-05,0.007022
2018-09-04,0.007046
2018-09-03,0.00702
2018-08-31,0.007042
2018-08-30,0.007058
2018-08-29,0.007048
2018-08-28,0.007032
2018-08-24,0.007036
2018-08-23,0.007035
2018-08-22,0.007028
2018-08-21,0.007037
2018-08-20,0.007039
2018-08-17,0.00703
2018-08-16,0.007024
2018-08-15,0.007018
2018-08-14,0.007021
2018-08-13,0.007037
2018-08-10,0.007035
2018-08-09,0.007019
2018-08-08,0.007028
2018-08-07,0.007011
2018-08-06,0.007006
2018-08-03,0.007028
2018-08-02,0.006897
2018-08-01,0.004522
2018-07-31,0.004503
2018-07-30,0.004523
2018-07-27,0.004532
2018-07-26,0.004532
2018-07-25,0.00454
2018-07-24,0.004548
2018-07-23,0.004537
2018-07-20,0.004557
2018-07-19,0.004538
2018-07-18,0.004543
2018-07-17,0.004541
2018-07-16,0.004552
2018-07-13,0.004565
2018-07-12,0.004563
2018-07-11,0.004544
2018-07-10,0.004549
2018-07-09,0.004567
2018-07-06,0.00458
2018-07-05,0.004563
2018-07-04,0.004546
2018-07-03,0.004543
2018-07-02,0.004531
2018-06-29,0.004399
2018-06-28,0.004515
2018-06-27,0.004495
2018-06-26,0.004498
2018-06-25,0.004512
2018-06-22,0.004491
2018-06-21,0.004513
2018-06-20,0.004495
2018-06-19,0.004507
2018-06-18,0.004515
2018-06-15,0.004505
2018-06-14,0.004512
2018-06-13,0.004489
2018-06-12,0.004501
2018-06-11,0.004514
2018-06-08,0.004535
2018-06-07,0.004531
2018-06-06,0.004519
2018-06-05,0.004525
2018-06-04,0.004522
2018-06-01,0.004544
2018-05-31,0.004503
2018-05-30,0.004519
2018-05-29,0.004537
2018-05-25,0.004533
2018-05-24,0.004532
2018-05-23,0.004533
2018-05-22,0.004521
2018-05-21,0.004527
2018-05-18,0.00454
2018-05-17,0.004533
2018-05-16,0.004528
2018-05-15,0.004511
2018-05-14,0.004513
2018-05-11,0.004542
2018-05-10,0.004539
2018-05-09,0.004553
2018-05-08,0.004542
2018-05-04,0.004556
2018-05-03,0.004527
2018-05-02,0.004515
2018-05-01,0.004497
2018-04-30,0.004507
2018-04-27,0.004548
2018-04-26,0.004549
2018-04-25,0.00454
2018-04-24,0.004537
2018-04-23,0.004529
2018-04-20,0.004646
2018-04-19,0.004651
2018-04-18,0.00467
2018-04-17,0.004664
2018-04-16,0.004659
2018-04-13,0.004657
2018-04-12,0.004637
2018-04-11,0.004633
2018-04-10,0.004666
2018-04-09,0.004651
2018-04-06,0.004666
2018-04-05,0.004653
2018-04-04,0.004624
2018-04-03,0.004652
2018-03-29,0.004435
2018-03-28,0.004638
2018-03-27,0.004652
2018-03-26,0.004666
2018-03-23,0.00468
2018-03-22,0.004634
2018-03-21,0.004667
2018-03-20,0.004636
2018-03-19,0.004633
2018-03-16,0.004644
2018-03-15,0.004659
2018-03-14,0.004637
2018-03-13,0.004637
2018-03-12,0.00465
2018-03-09,0.004627
2018-03-08,0.004645
2018-03-07,0.004648
2018-03-06,0.004647
2018-03-05,0.004643
2018-03-02,0.004655
2018-03-01,0.004646
2018-02-28,0.004612
2018-02-27,0.004656
2018-02-26,0.004639
2018-02-23,0.004668
2018-02-22,0.004637
2018-02-21,0.004629
2018-02-20,0.004636
2018-02-19,0.00462
2018-02-16,0.004637
2018-02-15,0.004642
2018-02-14,0.004651
2018-02-13,0.004636
2018-02-12,0.00463
2018-02-09,0.004634
2018-02-08,0.004624
2018-02-07,0.004618
2018-02-06,0.004626
2018-02-05,0.004619
2018-02-02,0.004632
2018-02-01,0.004636
2018-01-31,0.004668
2018-01-30,0.004627
2018-01-29,0.004613
2018-01-26,0.004633
2018-01-25,0.004618
2018-01-24,0.00462
2018-01-23,0.004619
2018-01-22,0.00463
2018-01-19,0.004634
2018-01-18,0.004619
2018-01-17,0.004615
2018-01-16,0.004605
2018-01-15,0.004638
2018-01-12,0.00468
2018-01-11,0.004655
2018-01-10,0.004647
2018-01-09,0.004627
2018-01-08,0.004632
2018-01-05,0.004625
2018-01-04,0.004618
2018-01-03,0.004642
2018-01-02,0.004622
2017-12-29,0.004123
2017-12-28,0.004665
2017-12-27,0.00466
2017-12-22,0.004647
2017-12-21,0.004643
2017-12-20,0.004684
2017-12-19,0.00469
2017-12-18,0.004659
2017-12-15,0.004637
2017-12-14,0.004624
2017-12-13,0.004627
2017-12-12,0.004612
2017-12-11,0.004623
2017-12-08,0.004629
2017-12-07,0.004664
2017-12-06,0.004594
2017-12-05,0.004655
2017-12-04,0.004667
2017-12-01,0.004661
2017-11-30,0.004623
2017-11-29,0.004663
2017-11-28,0.004634
2017-11-27,0.004618
2017-11-24,0.004635
2017-11-23,0.004624
2017-11-22,0.004622
2017-11-21,0.004617
2017-11-20,0.004623
2017-11-17,0.004638
2017-11-16,0.004622
2017-11-15,0.004632
2017-11-14,0.004644
2017-11-13,0.004662
2017-11-10,0.004622
2017-11-09,0.004628
2017-11-08,0.004632
2017-11-07,0.004624
2017-11-06,0.004649
2017-11-03,0.004628
2017-11-02,0.004055
2017-11-01,0.002145
2017-10-31,0.002096
2017-10-30,0.00216
2017-10-27,0.002131
2017-10-26,0.00214
2017-10-25,0.002147
2017-10-24,0.002126
2017-10-23,0.002131
2017-10-20,0.002141
2017-10-19,0.002141
2017-10-18,0.002128
2017-10-17,0.002118
2017-10-16,0.002093
2017-10-13,0.002082
2017-10-12,0.002072
2017-10-11,0.002086
2017-10-10,0.002065
2017-10-09,0.002099
2017-10-06,0.002078
2017-10-05,0.002093
2017-10-04,0.002085
2017-10-03,0.002094
2017-10-02,0.002108
2017-09-29,0.001991
2017-09-28,0.002101
2017-09-27,0.002094
2017-09-26,0.002097
2017-09-25,0.002106
2017-09-22,0.002113
2017-09-21,0.002145
2017-09-20,0.002172
2017-09-19,0.002152
2017-09-18,0.002151
2017-09-15,0.002169
2017-09-14,0.002148
2017-09-13,0.002148
2017-09-12,0.002146
2017-09-11,0.002132
2017-09-08,0.002144
2017-09-07,0.002108
2017-09-06,0.002112
2017-09-05,0.002118
2017-09-04,0.002122
2017-09-01,0.002123
2017-08-31,0.002109
2017-08-30,0.002133
2017-08-29,0.002142
2017-08-25,0.002159
2017-08-24,0.00211
2017-08-23,0.00212
2017-08-22,0.002116
2017-08-21,0.002115
2017-08-18,0.002123
2017-08-17,0.002156
2017-08-16,0.002137
2017-08-15,0.00213
2017-08-14,0.002123
2017-08-11,0.002133
2017-08-10,0.002126
2017-08-09,0.002148
2017-08-08,0.002159
2017-08-07,0.002125
2017-08-04,0.002129
2017-08-03,0.002143
2017-08-02,0.002143
2017-08-01,0.002115
2017-07-31,0.002034
2017-07-28,0.00212
2017-07-27,0.002115
2017-07-26,0.002121
2017-07-25,0.002119
2017-07-24,0.002123
2017-07-21,0.002142
2017-07-20,0.002119
2017-07-19,0.002103
2017-07-18,0.002117
2017-07-17,0.002134
2017-07-14,0.002144
2017-07-13,0.002145
2017-07-12,0.002148
2017-07-11,0.002142
2017-07-10,0.002124
2017-07-07,0.002143
2017-07-06,0.002129
2017-07-05,0.00212
2017-07-04,0.002118
2017-07-03,0.002137
2017-06-30,0.00194
2017-06-29,0.002129
2017-06-28,0.002116
2017-06-27,0.002139
2017-06-26,0.002131
2017-06-23,0.002157
2017-06-22,0.002147
2017-06-21,0.002149
2017-06-20,0.002173
2017-06-19,0.00213
2017-06-16,0.002124
2017-06-15,0.002123
2017-06-14,0.002123
2017-06-13,0.002122
2017-06-12,0.002108
2017-06-09,0.002116
2017-06-08,0.002118
2017-06-07,0.002114
2017-06-06,0.002122
2017-06-05,0.002114
2017-06-02,0.00213
2017-06-01,0.002131
2017-05-31,0.002087
2017-05-30,0.002119
2017-05-26,0.00213
2017-05-25,0.002122
2017-05-24,0.002106
2017-05-23,0.002112
2017-05-22,0.002114
2017-05-19,0.002137
2017-05-18,0.002133
2017-05-17,0.002147
2017-05-16,0.002142
2017-05-15,0.002137
2017-05-12,0.002146
2017-05-11,0.002131
2017-05-10,0.002155
2017-05-09,0.002142
2017-05-08,0.002136
2017-05-05,0.002136
2017-05-04,0.002106
2017-05-03,0.002104
2017-05-02,0.002111
2017-04-28,0.002108
2017-04-27,0.002111
2017-04-26,0.002127
2017-04-25,0.002122
2017-04-24,0.002118
2017-04-21,0.002121
2017-04-20,0.002124
2017-04-19,0.002117
2017-04-18,0.002112
2017-04-13,0.002122
2017-04-12,0.002101
2017-04-11,0.002112
2017-04-10,0.002116
2017-04-07,0.002108
2017-04-06,0.00211
2017-04-05,0.002095
2017-04-04,0.002112
2017-04-03,0.002107
2017-03-31,0.00174
2017-03-30,0.002136
2017-03-29,0.002116
2017-03-28,0.0021
2017-03-27,0.002092
2017-03-24,0.002127
2017-03-23,0.002126
2017-03-22,0.002104
2017-03-21,0.002124
2017-03-20,0.002109
2017-03-17,0.002099
2017-03-16,0.002094
2017-03-15,0.002105
2017-03-14,0.002106
2017-03-13,0.002101
2017-03-10,0.00213
2017-03-09,0.002114
2017-03-08,0.002111
2017-03-07,0.002109
2017-03-06,0.002118
2017-03-03,0.002102
2017-03-02,0.002112
2017-03-01,0.002119
2017-02-28,0.00203
2017-02-27,0.002111
2017-02-24,0.00212
2017-02-23,0.002099
2017-02-22,0.002172
2017-02-21,0.002131
2017-02-20,0.002112
2017-02-17,0.002115
2017-02-16,0.002109
2017-02-15,0.002083
2017-02-14,0.002097
2017-02-13,0.00209
2017-02-10,0.002101
2017-02-09,0.00208
2017-02-08,0.002105
2017-02-07,0.002103
2017-02-06,0.00212
2017-02-03,0.002118
2017-02-02,0.002123
2017-02-01,0.00211
2017-01-31,0.002078
2017-01-30,0.00215
2017-01-27,0.002162
2017-01-26,0.002132
2017-01-25,0.002138
2017-01-24,0.002131
2017-01-23,0.002152
2017-01-20,0.002154
2017-01-19,0.002139
2017-01-18,0.002139
2017-01-17,0.002129
2017-01-16,0.002125
2017-01-13,0.002127
2017-01-12,0.002128
2017-01-11,0.002113
2017-01-10,0.002122
2017-01-09,0.00214
2017-01-06,0.002126
2017-01-05,0.002132
2017-01-04,0.002143
2017-01-03,0.002177
2016-12-30,0.001618
2016-12-29,0.00215
2016-12-28,0.002185
2016-12-23,0.002151
2016-12-22,0.002137
2016-12-21,0.002203
2016-12-20,0.002207
2016-12-19,0.002177
2016-12-16,0.002144
2016-12-15,0.002201
2016-12-14,0.002122
2016-12-13,0.002163
2016-12-12,0.002125
2016-12-09,0.002127
2016-12-08,0.002161
2016-12-07,0.002118
2016-12-06,0.002114
2016-12-05,0.002134
2016-12-02,0.002115
2016-12-01,0.002147
2016-11-30,0.002024
2016-11-29,0.002116
2016-11-28,0.002129
2016-11-25,0.002106
2016-11-24,0.002118
2016-11-23,0.002119
2016-11-22,0.002108
2016-11-21,0.002099
2016-11-18,0.002117
2016-11-17,0.002101
2016-11-16,0.002103
2016-11-15,0.002106
2016-11-14,0.002106
2016-11-11,0.00214
2016-11-10,0.002137
2016-11-09,0.002102
2016-11-08,0.002116
2016-11-07,0.002108
2016-11-04,0.002106
2016-11-03,0.002121
2016-11-02,0.002082
2016-11-01,0.002122
2016-10-31,0.001999
2016-10-28,0.002092
2016-10-27,0.00209
2016-10-26,0.002105
2016-10-25,0.002117
2016-10-24,0.002115
2016-10-21,0.002112
2016-10-20,0.002125
2016-10-19,0.002136
2016-10-18,0.002112
2016-10-17,0.002113
2016-10-14,0.002109
2016-10-13,0.00214
2016-10-12,0.002174
2016-10-11,0.002148
2016-10-10,0.002166
2016-10-07,0.002134
2016-10-06,0.002157
2016-10-05,0.002104
2016-10-04,0.002139
2016-10-03,0.002139
2016-09-30,0.001624
2016-09-29,0.002136
2016-09-28,0.002144
2016-09-27,0.002139
2016-09-26,0.002124
2016-09-23,0.002152
2016-09-22,0.002073
2016-09-21,0.002155
2016-09-20,0.00213
2016-09-19,0.002134
2016-09-16,0.002141
2016-09-15,0.002156
2016-09-14,0.002197
2016-09-13,0.0022
2016-09-12,0.002198
2016-09-09,0.00219
2016-09-08,0.002189
2016-09-07,0.002173
2016-09-06,0.002159
2016-09-05,0.002168
2016-09-02,0.00214
2016-09-01,0.002144
2016-08-31,0.002018
2016-08-30,0.002161
2016-08-26,0.002152
2016-08-25,0.002174
2016-08-24,0.002153
2016-08-23,0.002138
2016-08-22,0.002133
2016-08-19,0.002146
2016-08-18,0.002118
2016-08-17,0.002098
2016-08-16,0.002115
2016-08-15,0.00211
2016-08-12,0.002111
2016-08-11,0.002141
2016-08-10,0.002122
2016-08-09,0.002107
2016-08-08,0.002175
2016-08-05,0.002139
2016-08-04,0.00246
2016-08-03,0.004565
2016-08-02,0.004604
2016-08-01,0.00457
2016-07-29,0.004534
2016-07-28,0.004575
2016-07-27,0.004589
2016-07-26,0.004603
2016-07-25,0.004565
2016-07-22,0.004632
2016-07-21,0.004671
2016-07-20,0.004615
2016-07-19,0.004581
2016-07-18,0.004617
2016-07-15,0.004666
2016-07-14,0.003954
2016-07-13,0.004593
2016-07-12,0.004598
2016-07-11,0.004603
2016-07-08,0.00461
2016-07-07,0.004612
2016-07-06,0.004608
2016-07-05,0.004601
2016-07-04,0.004655
2016-07-01,0.004635
2016-06-30,0.004416
2016-06-29,0.004569
2016-06-28,0.004585
2016-06-27,0.004584
2016-06-24,0.004581
2016-06-23,0.004604
2016-06-22,0.004618
2016-06-21,0.004589
2016-06-20,0.004604
2016-06-17,0.004613
2016-06-16,0.00464
2016-06-15,0.004597
2016-06-14,0.004593
2016-06-13,0.004578
2016-06-10,0.004607
2016-06-09,0.004612
2016-06-08,0.004607
2016-06-07,0.004632
2016-06-06,0.004624
2016-06-03,0.004651
2016-06-02,0.00461
2016-06-01,0.004633
2016-05-31,0.004542
2016-05-27,0.004666
2016-05-26,0.004653
2016-05-25,0.004651
2016-05-24,0.004669
2016-05-23,0.004623
2016-05-20,0.004642
2016-05-19,0.004649
2016-05-18,0.004648
2016-05-17,0.004629
2016-05-16,0.004633
2016-05-13,0.004635
2016-05-12,0.00461
2016-05-11,0.004609
2016-05-10,0.004606
2016-05-09,0.00463
2016-05-06,0.004631
2016-05-05,0.004619
2016-05-04,0.004707
2016-05-03,0.004609
2016-04-29,0.004584
2016-04-28,0.004616
2016-04-27,0.004594
2016-04-26,0.004613
2016-04-25,0.004679
2016-04-22,0.004711
2016-04-21,0.004641
2016-04-20,0.004646
2016-04-19,0.004706
2016-04-18,0.004699
2016-04-15,0.004719
2016-04-14,0.004717
